ID,Tweet,Target,Stance
4209,#trump makes an ass out of his base all the time! He tells them to their faces how dumb they are &amp; they are too dumb to realize hes mocking them. He told them he could shoot them and theyd still vote for him #Republicans #2020elections,Donald Trump,AGAINST
4210,"We are speeding toward a constitutional crisis, because there is ZERO chance we will accept the results if Trump wins. Why would we?! Hes been trying to cheat all along.",Donald Trump,AGAINST
4211,"The #Trump Party is racist! They no longer use dog whistles, but bullhorns. #BLM #DACA #MeToo #feminism",Donald Trump,AGAINST
4212,"I'll be tuning in from South Florida. Welcome back to prime time, Roseanne! And especially for openly supporting the best U.S. President of our lifetime, @realDonaldTrump .",Donald Trump,FAVOR
4213,Democrats you should listen to our president Donald Trump. Shame of you democrat party!,Donald Trump,FAVOR
4214,"Hear that, @neal_katyal! Aren't you the person who wrote the memo that said a president can't be indicted in office. Have you changed your opinion, Neal! @tribelaw @waltshaub @RWPUSA @RepAdamSchiff @RepJerryNadler @SpeakerPelosi @SenSchumer #Katyal #DonaldTrump",Donald Trump,FAVOR
4215,She did this all in a 7 days. Take notes. Or put it on #foxnews for #trump to watch.,Donald Trump,AGAINST
4216,"If #Trump cured cancer, the DEMs and #FakeNews media would do nothing but complain about it. There is NOTHING he could do that they would give him credit for #tcot #GOP",Donald Trump,FAVOR
4217,This reason alone is the only reason you need to get out and vote the entire ticket for the #Dems in the #Midterms2018 @realDonaldTrump and the #GOP need to be stopped,Donald Trump,AGAINST
4218,@SpeakerPelosi is a seasoned member of the US Congress. @realDonaldTrump is an amateur playing with professionals. She had to make sure Trump can't squirm away.,Donald Trump,AGAINST
4219,"What I find exceptionally ironic is that #Democrat mayor .@MayorJenny is actually supporting #borders, #checkpoints, and armed guards at the #CHAZ borders. And every #Democrat who supports her is advocating the same. Now talk to .@realDonaldTrump about the Southern wall",Donald Trump,FAVOR
4220,The #potus @realDonaldTrump wants you to think its the practice of USA National security to classify LIES?,Donald Trump,AGAINST
4221,.@nytimes 19 Saudi Arabia people destroyed the twin towers. Donald Trump and the Republicans are training 560 of them to fly more of our fighter jets. Never vote for any Republican ever. #NancyPelosi #AdamSchiff #DonaldTrump #GOP #WhiteHouse #Fox,Donald Trump,AGAINST
4222,"Even l thought #jeremycorbyn could not Win the next election but now he has a good chance, not only cause of what he's saying, but cause of the negative behaviour of the millionaires, billionaires and #BorisJohnson #NigelFarage #DonaldJTrump against the poor, the picture is clear",Donald Trump,AGAINST
4223,Every time you hear Sarz on the Beat this maestro cooked the jam. We are celebrating this icon on the wheel of steel. #GTBank #nairatwtworks #TuesdayThoughts #ChineseVirus #TuesdayMotivation #Gbenro #Nigeria #Ronaldo #Osas #Soapy #President #Gundogan #China #Trump #Abuja,Donald Trump,FAVOR
4224,"INSIGHTS INTO TRUMP Leftists second-guessing, trait labeling, projecting. Who can guess what is in the mind of a genius with a heart of a Patriot? #TWGRP",Donald Trump,FAVOR
4225,"This is a popular talking point among #NeverTrump, but it's a lie. @CR criticizes Trump on budgets, criminal justice ""reform,"" &amp; more. @SeanMDav hit Trump's gun-control moves. @MarkLevinShow &amp; @LarryElder dissent on trade. C'mon, @ANNCOULTER is his biggest immigration critic!",Donald Trump,FAVOR
4226,"#TonyPerkins &amp; his ilk have given the American people proof of their absolute lack of integrity, moral bankruptcy &amp; political corruption. #DonaldTrump isnt Americas only national disgrace. #FamilyResearchCouncil conducts no research &amp; lies about other's research results",Donald Trump,AGAINST
4227,"Ruhle on Trump's #SOTU statements on the economy: ""Why does he start by saying he took us out of years of economic decline? ... We're in the tenth year of an economic expansion, which was obviously started in the Obama administration.""",Donald Trump,AGAINST
4228,@realDonaldTrump my horse has your profile on his side! Do you see it? :-) He's the MAGA Horse!,Donald Trump,FAVOR
4229,.@BreitbartNews Republicans think it's ok to commit crimes. Here is their Russian leader. #MoscowMitch #NancyPelosi #AdamSchiff #DonaldTrump,Donald Trump,AGAINST
4230,"#NamasteTrump #DonaldTrump On indian soil we will eager to listen from you.. @realDonaldTrump That you and @narendramodi will erase completely ""The Radical Islamic Terrorism"" We the #ModiSupporter love most.. these four words of you.. Pls don't miss them Please",Donald Trump,FAVOR
4231,"We do not live in a constitutional replublic. That is #FakeNews . We have alll been lied to our entire lives! The law is now whatever document a #governor signs. #tyranny the #gop is also fake! No defense of #constitution, only when it pertains to #Trump and #impeachment",Donald Trump,FAVOR
4232,2. Making a blanket statement abt a group of people is always false & racist. Trump did it against Muslims. White supremacists do it constantly against minorities. It's always wrong. It's always false. It's always racist.,Donald Trump,AGAINST
4233,Tonight @realDonaldTrump is firing up his base. #Democrats? Likely putting many voters to sleep. We need a much stronger message and a far better messenger to win in November. #DemDebate #DemocraticDebate #CNNDebate,Donald Trump,AGAINST
4234,"Overlooked in this article re: Peters, #GOP fondness for putin doubled to 24%.... Explain that republicans, were listening.... The New York Times Jeremy W. Peters defends his reporting on Trump supporters: via @slate",Donald Trump,AGAINST
4235,If #Republican leadership hadnt blocked the bipartisan immigration bill from coming up for a vote in the house... for years #RejectTrump #VoteGOPOut,Donald Trump,AGAINST
4236,The #GOP leadership did no soul searching of any kind. We elected @POTUS in spite of #gop leaders. Nearly all if them are anti-Trump to this day. We need to run them out of every elected office in America along with Dems.,Donald Trump,FAVOR
4237,I think today I have finally started understanding my true irritation to the hypocrisy of the world and people around me. @elonmusk @realDonaldTrump,Donald Trump,AGAINST
4238,"Youre right. Unions gave us the weekend, helped end child labor, set the standard for workplace health and safety. They built the middle class. Of course #Trump &amp; #GOP want to dismantle them. They never met a predatory practice they didnt like. Confirming #Gorsuch huge mistake",Donald Trump,AGAINST
4239,"WTF!? #Russia attacked the United States in 2016 by meddling in our #elections to support #DonaldTrump. They are continuing &amp; will continue to do so, &amp; now #Trump says he wants Russia to be invited back to the elite #G7 club of industrialized countries RT",Donald Trump,AGAINST
4240,"Amen Ms. Regan! Especially, when the #Dems recently peddled David Holmes (another Obama holdover) claiming he overheard President @realDonaldTrump phone conversation! Holmes admitted he was drinking wine, &amp; didn't take any notes? CC: @TomFitton @Jim_Jordan",Donald Trump,FAVOR
4241,"Vote #Trump and there will be others appointed. It takes time to Drain the Swamp in Washington, DC.",Donald Trump,FAVOR
4242,Any business in America that doesnt support @realDonaldTrump is run by idiots! #WalkAway,Donald Trump,FAVOR
4243,Best Wishes to Young Black @JeffDoveforVA11 @LizForCongress &amp; Asian @OhForCongress Republicans running in blue states #VA #OH against #Dems. Watch #WalkAway #RunAway Video @realDonaldTrump @seanhannity,Donald Trump,FAVOR
4244,If all the allegations against @POTUS #Trump were true....he might just qualify to be a #Democrat @greggutfeld,Donald Trump,FAVOR
4245,"The election was very close with margins under 5%, at best. 12% was enough to hand the electoral college on a silver platter to #tRump* - despite the popular vote. *3rd POTUS impeached.",Donald Trump,AGAINST
4246,"And if #democRATS regain power of r WH, this will be the sad state of EVERY STATE! Who would vote for THAT?? NO MORE #DEMS IN R WH! #WalkAwayFromDemocrats #WalkAwayFromDemocratSocialists #Trump",Donald Trump,FAVOR
4247,Weak leaders project blame for their mistakes on others. Ive just described #democrats2020 . The anti-thesis: @realDonaldTrump @POTUS Choose wisely America! #Election2020 #PaintmycountryRed,Donald Trump,FAVOR
4248,"Not only is Trump yet again caught in a lie there is Pence in the line up, too. When this impeachment occurs each & everyone of his lackeys need to be led out with him. We need Nancy Pelosi as POTUS until #Election2020 to stop the devastation &amp; ruination of this great country.",Donald Trump,AGAINST
4249,"Seriously, you want trump to ""sign a pledge""???? Seriously?!? If you haven't figured out he is incapable of restraining himself in a pledge, you aren't fit for public office.",Donald Trump,AGAINST
4250,The only thing the #Democrat Do Nothings have done is failed at trying to undermine #PresidentTrump. The Do Nothings have gravely underestimates the will and determination of law abiding #Americans who are going to elect #PresidentTrump. #DemocratsAreCorrupt,Donald Trump,FAVOR
4251,"The #Dems are a #dumpsterfire~it's why they lost the election, and will continue to lose. They are Not winning special elections, because of their #FailedPolices, #lies and #corruption. Dems approval ratings are double digits-20 points or more lower than President Trump's, lol.",Donald Trump,FAVOR
4252,@RealJamesWoods has some of the best tweets. You all need to follow him. He speaks the truth!!!! @GovMikeHuckabee #TrumpRocks #Trump,Donald Trump,FAVOR
4253,It's terrible to go through this Coronavirus nightmare as it's increasingly overtaking the country but to have to tolerate watching the Court Jester Trump perform in an incoherent babbling session substitute for a rally is offensive. I'm better off watching my local news.,Donald Trump,AGAINST
4254,Rand Paul: Source Says OBAMA ADMIN SENT SPIES TO ENTRAP TRUMP OFFICIALS #LockHimUp #LockThemAllUp #SIXmoreYEARS,Donald Trump,FAVOR
4255,Donald Trump is making the biggest mess in history for the next Democratic POTUS to clean up. He's corrupted every corner of the government and allowed a pandemic to reach US shores without controls in place. #WorstPresidentInHistory,Donald Trump,AGAINST
4256,"That game plan has been played by many previous #Democratic and #Republican Administrations. The game plan has now changed. We got a #POTUS that tweets. And hes got the hammer, but has not used it yet. Will the #Taliban be the first to see it used @realDonaldTrump @Electra661",Donald Trump,FAVOR
4257,"I don't necessarily promote violence ""Quote unquote"" but all these shitbags need the living #HELL knocked out of them!! In reference to antifa #TRUMP #Trump",Donald Trump,FAVOR
4258,"#SueTheCoronavirusMedia If the #FakeNewsMedia wants to damage @realDonaldTrump's economy before #Election2020 with a #CoronavirusOutbreak public panic, they should be sued by everyone they harm. #CoronaVirusUpdate",Donald Trump,FAVOR
4259,Trump needs to open his ugly eyes and see all the people in the streets prosting his policies. There are more people out there then his turn outs.,Donald Trump,AGAINST
4260,"Little girl, when its your turn to be the big president, then that will be when you can invite the one you want...see little girl...thats how that works. @IvankaTrump #MAGA2020 Liberals are truly not intelligent!",Donald Trump,FAVOR
4261,"1- Speaking of Benghazi. Hillary Clinton testified publicly under oath for 11 hours during one of the 8 GOP-led investigations Unlike you @realDonaldTrump , Hillary had courage &amp; the truth behind her. Why are you petrified of testifying or letting others in your gang testify?",Donald Trump,AGAINST
4262,"Ousted navy chief: #GOP Donald Trump meddling in #SEAL's case shows you can get away with things. Richard Spencer, who resigned as Navy secretary, defended his attempt to continue disciplinary proceedings against #convicted war criminal Eddie...",Donald Trump,AGAINST
4263,"The #Dems dont believe in the #FirstAmendment. Watch #VinceVaughn get cancelled because he simply had a conversation with @realDonaldTrump. Youre right, suddenly you must hate The Wedding Crashers because: reasons.",Donald Trump,FAVOR
4264,"Sorry you can not become #President 2020 Because of your friendship with UAE+ KSA=Consular crime+Yemen war+kidnapping MP of Lebanon+etc. Mr.Trump we respect you very much but America's interest does not like your #friends in Middle East Game Over . #God bless #America ,, Thanks",Donald Trump,AGAINST
4265,I think Jack and trump meeting on the same night as #putin &amp; #KimJongUn is too coincidental. Conference call? #RUSSIANINTERFERENCE #ELECTION2020,Donald Trump,AGAINST
4266,"Why not swing for the fences? Go with big ideas! Show some vision. Go bold like Trump, #Democratic presidential candidates have decided",Donald Trump,FAVOR
4267,A serial #PipeBomber is on the loose continuing his assassination attempts Who hangs on every word #realDonaldTrump says #POTUS45 tweets another attack on the #Media casting blame Doesn't this encourage an unstable person to target more Media outlets #Trump couldn't give a shit,Donald Trump,AGAINST
4268,"People talk about the #GOP being the party of Lincoln and Reagan, well add @realDonaldTrump to it because he is a game changing #POTUS with policy like this!",Donald Trump,FAVOR
4269,"Thats excellent for the economy under Trump and thats market economy including capitalism, laissez faire, less government or no government involve with the economy, right-wing, JOBS! JOBS!, and more etc.",Donald Trump,FAVOR
4270,"Blue state Governors believe that they are doing harm to @realDonaldTrump, Wrong! They are just showing America their true nature and America does not like it! The Morons in the terrorist camp, if they kill themselves, nothing lost, but they are being influenced by #DNC!",Donald Trump,FAVOR
4271,#Pocahontas @SenWarren is SO condescending with her obnoxious overly sugary fake concern. I'm sick of the hypocritical #Left #Liberals #Dems - WE MUST ELECT @GOP 2018! #RedWaveRising2018 #RedWave_BlueTrickle #Trump,Donald Trump,FAVOR
4272,You are right Mr. President! Thank you for having common sense. #realDonaldTrump,Donald Trump,FAVOR
4273,"No thank you, we don't need you as president! I'm brave and I proudly support President Trump! Because I believe in President Trump whole heartedly, this year is the first time I've ever donated to a candidate! I support my President 100%",Donald Trump,FAVOR
4274,"In Trump or #Republican America there won't be ""Whites Only"" signs instead fear of being arrested abused or beaten up would keep nonwhites away from white restaurants or coffee shops.",Donald Trump,AGAINST
4275,"They saw the situation and they looked at #trump No trust in how the moron (not my word) would respond. They saw the writing on the wall. They knew he'd f-ck it up, so they dumped their stocks. Sooooo #Republican I hope voters don't forget in #2020Elections #coronavirus",Donald Trump,AGAINST
4276,When we survive The Wuhan Apocalypse we need to tear this system down. Trump is only exploiting the myriad problems with our democracy. He didn't create them. He just uses them. Trump's message to blue states battling coronavirus: Drop dead via @Yahoo,Donald Trump,AGAINST
4277,"Yes, this is real 'liFe'. Ppl unbelievable stupid to believe this junk. #Trump REP House &amp; Senate. A MUST for USA &amp; Americans! Dem globalists in power will cheer US all the way to hell. The way out of all this? JESUS! Heaven or Hell, u decide. No middle ground.",Donald Trump,FAVOR
4278,Stop the ridiculous bickering and BS conspiracy theories. We all have one job this November! #BlueNoMatterWho #BeatTrump #Trump,Donald Trump,AGAINST
4279,1) Logan Act.. but we know nothing happens to #dems so lucky you 2.) the only thing that made Iran more powerful was 1.7 billion previous admin handed them in cash.... strategically blind!!! 3.) If still confused call Obama he know what he did #Trump,Donald Trump,FAVOR
4280,"Imagine having Chefs on staff and yet #DerangedDonald orders in Big Macs, KFC, TACO Bell. Can you imagine being a Chef and making an exquisite meal only to watch #DonaldTrump lather on ketchup/catsup all over it?",Donald Trump,AGAINST
4281,"After boost from #GOP #RickPerry, his donors get insider natgas deal in #Ukraine ""They offered millions of dollars less to the Ukrainian government than their only competitor for the drilling rights, according to internal Ukrainian govt docs"" #TrumpBribery",Donald Trump,AGAINST
4282,We did not forget that 67 Colleges educated women came forward. 20 put their reputations on the line. Donald Trump sexually assaulted (allegedly) 67 different women! It's all in the book: ALL THE PRESIDENTS WOMEN. This despicable example of excrement is not getting a pass.,Donald Trump,AGAINST
4283,"Yep. He had his entire offense and defense laid out two years ago people. Before he was the #POTUS45 , he was #TheDonald Now he's both and he's #MakingAmericaGreatAgain for #WeThePeople #Trump",Donald Trump,FAVOR
4284,I can't wait until @realDonaldTrump brags about his latest mark on American history during @LouDobbs' @FOXNewsNight show! #Resist the #MAGA/#KAG2020/#Qanon cult and the #Trump (aka ignorance)!,Donald Trump,AGAINST
4285,From one #RealityTV star to a failed Reality TV star. #Trump feels that #KimKardashian will offer a unique perspective due to her time on TV. Just like Trump knew he was smarter than all the generals by his TV time.,Donald Trump,AGAINST
4286,"Last year, the Western allies' get-together was derailed by US President #DonaldTrump's demand for greater European defence spending, but 2019's provocateur was France's Emmanuel Macron. #NATO",Donald Trump,FAVOR
4287,"Everybody - please read and RT. This is the arrogance of the Left that put @realDonaldTrump in the Oval. They've learned nothing these past 4 years. NOTHING!!! President Trump, get read for 4 more! #KAG2020 @republicmec",Donald Trump,FAVOR
4288,"#Trump still lying &amp; not assisting states with #coronavirus tests. Medical supplies still sitting in ports, national disaster &amp; medical personnel still awaiting orders. #ARMYCoreOfEngineers STILL wait for direction NOT ACCEPTABLE #FireTrump",Donald Trump,AGAINST
4289,Thank You - This is the first #Trump #tweet that shows some human kindness and sympathy - a rare commodity in the deeply flawed character of #DonaldJTrump Maybe now you will accept some responsibility for confronting the #CoronavirusPandemic late!,Donald Trump,AGAINST
4290,"#JusticeForKhaled3 The American people who fought against racism in the George Florid case must know the case of Saudi student Khaled AlDosari, who was falsely accused and sentenced to life imprisonment out of racism because he is an Arab Muslim! #JusticeForGeorgeFloyd #Trump",Donald Trump,AGAINST
4291,Why is she so animated on only one side of her body? Is this new? I don't usually watch Anything put out by this family.#TrumpCrimeFamily,Donald Trump,AGAINST
4292,Give it up @realDonaldTrump. As #potus you have no class. Basically a jerk. I cant believe that I wanted you as #President at one time. #somebodyelse2020,Donald Trump,AGAINST
4293,"Take a stand against Trump and his imperialist allies interfering in the politics of an independent nation in South America. Until then, your stance is vacuous.",Donald Trump,AGAINST
4294,"Even the #Trump DOJ says this partisan hit job #RussiaMemo would be incredibly harmful to #NationalSecurity. So, of course, #GOP says let's release it. So much for being the national security party.",Donald Trump,AGAINST
4295,Just consider President Trump as a doctor trying to rid this country of a cancer.,Donald Trump,FAVOR
4296,"Don't be a monster, Donald! There's more to you than that. Do you know how I know? WE DANCED! @farr_mimi @POTUS @realDonaldTrump",Donald Trump,FAVOR
4297,"She is a CLEAR EXAMPLE of the fact that there is NO SUCH THING as a ""Moderate"" or ""Decent"" Republican. The #GOP is the party of @realDonaldTrump. EVERY SINGLE ONE OF THEM. Can we stop pretending otherwise? Anthony Kennedy proved that. @SenatorCollins is the same as Trump. Period.",Donald Trump,AGAINST
4298,We pray #President #Trump @realDonaldTrump declares the #truth of the #Armenian #Greek #Assyrian #genocide by #Turkey #Turks #Turkish This would send clear message to the #thugs in power around the #world that the truth will not be buried with the victims,Donald Trump,FAVOR
4299,"Lady justice at work !! Paperwork tells all , I'm loving it, Bringing Trump boss man child down quickly resign now @realDonaldTrump a bit cold out there hey chimp I mean chump lovee do enjoy the day will yea smooches",Donald Trump,AGAINST
4300,"(CBS News) #President, Melania Trump ""earn"" ""#Razzie"" nominations : He's up for worst actor and she got worst supporting actress nod; ""Razzies"" are annual sarcastic opposite of Oscars ..",Donald Trump,AGAINST
4301,Proving yet again that all people want is someone who will keep them safe from terrorists and criminals ! The Palestinians must now submit and accept #DonaldTrump s amazing peace plan or be condemned to eternal misery and suffering .It is up to them! #IsraelElex2020 #Israel #MIGA,Donald Trump,FAVOR
4302,Premieres 830am PST Today EP. 55! Singleshot! Double Barrel w/ Fox's Michael Loftus & Judd Dunning... via @YouTube @theloftusparty @realDonaldTrump @RedNationRising #Covid_19 #DemDebate #SaturdayMorning,Donald Trump,FAVOR
4303,Why Barr Couldnt Answer a Simple Question From Senator Harris #PoliticalAnimal #DonaldTrump,Donald Trump,AGAINST
4304,Americas Jim Jones moment is happening. Trump is asking us to drink the kool aid especially if we are senior citizens. Will YOU risk your life or your familys lives for the stock market? It is now time to declare. #SeniorCitizens #CoronavirusPandemic #StockMarket #Republicans,Donald Trump,AGAINST
4305,Just Stumbled upon the perfect quite for something looked. It said Donald Trump my whole mood changed #partypooper #president,Donald Trump,AGAINST
4306,"QUESTION: How many of the product limits, curfews, social distancing measures, etc., will be remain in place after the #ChineseWuhanVirus is passed? Is this the Final Push towards Communism by the Liberals? #Trump",Donald Trump,FAVOR
4307,"Yes, I agree it's a tricky line to walk. Trump makes rhetoric difficult for all sides.",Donald Trump,AGAINST
4308,"And #NancyPelosi/#Dems are falling for this bullshit that it will do just that...Soooo what do they do? COMPLAIN everyday about what trump is STILL doing to our democracy, constitution &amp; the most vulnerables. Stop whining Dems &amp; do your job! #ImpeachmentInquiryNow",Donald Trump,AGAINST
4309,@realDonaldTrump. Your permanently #impeached. Its part of your brand. Your name will not be mentioned without the word.,Donald Trump,AGAINST
4310,"#DonaldTrump: ""In the old days we would have took a narc stool pigeon squealer like #Vindman out back and put two bullets in him. America: ""What old days are those? Trump: ""2015.""",Donald Trump,AGAINST
4311,"People are dying who have never died before. - Donald J. Trump, coronavirus outbreak, March 18, 2020 People are dying who already died before. - Donald J Trump, great zombie outbreak, Nov 12, 2020 #Trump #COVID19",Donald Trump,AGAINST
4312,A medical journal #IMPOTUS @realDonaldTrump is factually incorrect when it first published a report on the coronavirus.,Donald Trump,AGAINST
4313,@realDonaldTrump To bad Roger Stone got kicked off of Twitter. I am unable to call him a cry baby. He said the FBI were polite. They had to take him by surprise to get the goodies in his house. CNN was there because they snoop which is their job.,Donald Trump,AGAINST
4314,"I can only hope #Democrats &amp; #Media continue their assault on Trump! Their accusations r baseless lies, insults recognized by their own party base! #WalkAwayFromDemocrats campaign will destroy them, as it should! These ppl are heartless politicians, @SpeakerPelosi leading...",Donald Trump,FAVOR
4315,"There are only three types of Trumpists left: the uninformed, the dishonest, and the genocidal. #2020Election",Donald Trump,AGAINST
4316,Poor @realDonaldTrump looks so sad. His man crush Putin has a new boy friend.,Donald Trump,AGAINST
4317,#CNN's #DemocRat #TerroristJimAcosta sexually assaulting @WhiteHouse intern while @POTUS @realDonaldTrump giving a press conference. #WeThePeople DEMAND @PressSec kick out all the #DemocRatTerrorists aka #MSMTerrorists from the PressRoom for national security!#MAGA @LarryEKlayman,Donald Trump,FAVOR
4318,The substance is the crime. The process is a result of @realDonaldTrump committing crimes in plain sight while in office. He is a criminal and must be impeached and removed. @GOPs support of this lawless Pres will not be forgotten. #2020Elections,Donald Trump,AGAINST
4319,"Guilani & Trump got busted 4 trying to rig the 2020 election by getting dirt from ANOTHER country. Listening to his word salad nonsense I wonder, who in there right mind is still w/ this ridiculous fucking nutcase?! Seriously?! #GOP #Remove #ENOUGHALREADY",Donald Trump,AGAINST
4320,#GOP seeks to change narrative (LIE and hope to MISLEAD) in the #Trump fight,Donald Trump,AGAINST
4321,REPUBLICAN is FINALLY declared the winner in congressional special election in OH-12. Actually picked up about 500 extra votes in final count. Sore loser DEMs had refused to concede once again #tcot #ccot #tlot #TeaParty #GOP #Trump,Donald Trump,FAVOR
4322,"#Trump Tax cuts for wealthy - cancel pay raise for Fed employees. That seems fair, doesn't it?",Donald Trump,AGAINST
4323,"Modi is a great gentleman and friend of mine, looking forward to my India visit: Donald Trump #DonaldTrump #USPresident #MoteraStadium #NarendraModi #India",Donald Trump,FAVOR
4324,@SenWarren and the left demands corporation boards be composed of 40% union members and profits be shared with the community Man if that isnt a March towards communist I dont know what it @pouts45 @realDonaldTrump #Election2020,Donald Trump,FAVOR
4325,@gop #gop DAMN YOU GOP- Trumps $16-billion farm bailout means youre paying for his tariff war twice,Donald Trump,AGAINST
4326,".@SenateGOP @HouseGOP @realDonaldTrump LIFELONG #Republican. As a manager, when someone brought an idea, I'd ask What's the down side?. No answer, I didn't take idea seriously. Gonna ask every @GOP candidate, ONE thing #Trump did bad? No answer, I WON'T vote for them.",Donald Trump,AGAINST
4327,"#Iran admits accidentally shooting down #UkrainianAirline, yet #FakeNews &amp; #Dems will continue to blame @realDonaldTrump &amp; his supporters for the deaths caused by #Iranian #MissileAttack. #WalkAwayFromDemocrats #Trump",Donald Trump,FAVOR
4328,"#Trump found his way into office, via the antiquated Electoral College.",Donald Trump,AGAINST
4329,The real Donald Trump I dont know whats wrong with Governor Como and Governor Murphy if they cannot see that Bergen county is a war zone and people are dying and even young people are dying here Paramus people are dropping like flies ALL Bergen County we need that drugHERENow,Donald Trump,FAVOR
4330,"Who will work in dining rooms, kitchens and golf courses at #Trump properties if we restrict immigration?",Donald Trump,AGAINST
4331,"There wasn't a trial, there wasn't a court: What part of this don't you understand? That indictment and trial is something Mr. #Trump and the #GOP can look forward to.",Donald Trump,AGAINST
4332,@LindseyGrahamSC grow a set of BALLS!! Be done with this HOAX! #DrainTheSwamp #Trump,Donald Trump,FAVOR
4333,"When one is the Queen of Pettiness, there will be no rising above anything. Future historians will have much to say about this POTUS just from the Twitter account. #DonaldJTrump",Donald Trump,AGAINST
4334,"Thats right, Ms. Neufield. Last nights KY, VA and elections are a stark harbinger of what we can expect to see in the #2020Elections if it were held today. Americans are sick &amp; tired of Trump, GOP policies, abuse, tax cuts for rich, health care scams, high drug costs.",Donald Trump,AGAINST
4335,Damn these never Trumpers just hate all the Trumps. What pathetic little lives they must live to sit on Twitter all in hopes and anticipation of the next Trump tweet so they can pounce. #KAG2020 And Trump is your President as well. Lol. Love it,Donald Trump,FAVOR
4336,"Please, please, please go after Trump enabler McConnell, too, @ProjectLincoln in #Election2020! If not for him, none of this destruction of America could have happened.",Donald Trump,FAVOR
4337,"Hey #GOP, better move to Russia now if you want the benefits of Trump's traitorous tax bill. Trump hates America.",Donald Trump,AGAINST
4338,"No its not double standards. She is a #WarCriminal, murderer, and thief She and the rest of the despicable #Dems who miraculously become multi millionaires whilst in office are the ones who need to be #LockedUp. Selling #UraniumToRussia and then claiming Trump colluded with them?",Donald Trump,FAVOR
4339,It makes me sad that our #President called human beings animals yesterday and nothing happened. Does @realDonaldTrump have to burn down the Reichstag before #Congress will act? #askingforafriend,Donald Trump,AGAINST
4340,"Who, indeed, can defeat Trump more soundly than the contender who has treated him fairly, yet hasn't minced her words on just how inept he is as a national leader? #LetTulsiSpeak #MondayMood #Election2020",Donald Trump,AGAINST
4341,"#FromTheLeft: Russia is looking to help Trump win in 2020, election security official told lawmakers | Reporting by @CNN #Russia #DonaldTrump #Elections",Donald Trump,AGAINST
4342,Robert Redfield CDC Head: It was #Trump who chose Robert Redfield to head the CDC in spite of widespread warnings about the former military officers controversial record. Redfield led the Pentagons response to HIV-Aids in the 1980s. .#RobertRedfield..#CDC....#GOP..#Covid19..,Donald Trump,AGAINST
4343,Pray for our brave military. While you clowns are behind a phone screen attacking @POTUS for defending America. We have soldiers behind enemy lines protecting you assholes! Good bless America! #DonaldTrump #Iran #Democrats #WorldWarThree,Donald Trump,FAVOR
4344,Welcome to @RealDonaldTrump's America - Who is this Guy in Miami Beach? Man repeatedly calls Dunkin' employee the N-word in racist rant caught on video via @YahooLifestyle,Donald Trump,AGAINST
4345,5. . . . or in such imminent Danger as will not admit of delay. US states were actually invaded and traitor #Trump refused to obey Congress &amp; puts every state in imminent Danger that will not admit of delay. @AGSchneiderman should seize all Russian oligarch assets in NY.,Donald Trump,AGAINST
4346,WATCH. He uses his office to attack business entities like Amazon and Time-Warner. He is attacking the free press and law enforcement while using his position to investigate the Mueller probe. The GOP Congress does nothing. #realdonaldtrump #Hannity #GOP @HouseGOP @SenateGOP,Donald Trump,AGAINST
4347,"@w_terrence You have done so much to let the #BlackCommunity be aware with your tweets that #Trump is for them &amp; for all #Americans. I can't understand Y there still is a #DemocraticParty since they want to smuther all Blacks of their rights, YET they still Vote for #Democrats?",Donald Trump,FAVOR
4348,"The arrogance and ignorance of Democrat 'leaders' like @NYGovCuomo is simply stunning. So thankful that my President, @realDonaldTrump is taking hold of the situation. #POTUS45 is a TRUE leader!",Donald Trump,FAVOR
4349,Lying and stonewalling should prove to doubters that #DonaldJTrump is guilty.,Donald Trump,AGAINST
4350,The #impeachment is a set up. Trump will remain in office no matter what they vote at the sacrifice of making the Democrats look like fools during #election2020,Donald Trump,AGAINST
4351,Time to remove the name of the Democratic Party for opposing the Abolishion of Slavery. #bandemocrats #democratic #DemocraticParty #racism #Slavery #democrats #DemocratsAreRacist #DemocratsForTrump #BLM #BlackLivesMatter #Trump,Donald Trump,FAVOR
4352,"Game of China? its ally partners like Russia, North Korea have free from #Covid19 &amp; are safe, even Beijing &amp; Shanghai, after collapsing the economy of powerful countries, China will announce their Medical Researchers have found a cure to destroy the virus. #WHO #DonaldJTrump",Donald Trump,FAVOR
4353,Trumps meeting with Kim shows and confirms a lot. #GOP knows hes totally unprepared and wasting his time. They are silent and glad hes out of country during Cohen testimony. He cant form coherent relevant thought about anything of value that occurred. Blah blah real estate,Donald Trump,AGAINST
4354,@MittRomney is a #Lefty #Establishment Turd that thinks like Late snake McCain and the rest of their Ilk like Bob and kneel Corker / Fake Flake etc...... you know the weak #Republicans that bowed down at the #Democrat alter and sold out the #American People! #Trump,Donald Trump,FAVOR
4355,"Trump is a Weapon of Mass Distraction & MSM enables him. He doesnt really care what they say about him, he just wants to stay in the spotlight",Donald Trump,AGAINST
4356,Seen it all before? The difference between lawyers and businessmen is risk tolerance!!! @realDonaldTrump #MakeAmericaGreatAgain #KeepAmericaGreat,Donald Trump,FAVOR
4357,The last dance of the dinosaurs before they became extinct. #auspol @ScottMorrisonMP @realDonaldTrump #OldWhiteMen #CannotDance,Donald Trump,FAVOR
4358,Sheepdog you are spot on and exactly right! The left lack basic common sense and its scary what are representatives are doing to him ! Americans better wthu about why majority Americans stand behind this #Trump #President!,Donald Trump,FAVOR
